venue,venue_type,year,session,event_type,event_name,timestamp,subject,fps,s3_path
CLE,mlb,2025,2025_09_26_18_04_13,Batting,2025_09_26_21_24_54_Texas_Rangers_33_Billy_McKinney_Away,2025_09_26_21_24_54,Texas_Rangers_33_Billy_McKinney_Away,600,Data/CLE/2025/2025_09_26_18_04_13/Batting/2025_09_26_21_24_54_Texas_Rangers_33_Billy_McKinney_Away
CLE,mlb,2025,2025_09_26_18_04_13,Batting,2025_09_26_21_47_41_Cleveland_Guardians_9_Kyle_Manzardo_Away,2025_09_26_21_47_41,Cleveland_Guardians_9_Kyle_Manzardo_Away,600,Data/CLE/2025/2025_09_26_18_04_13/Batting/2025_09_26_21_47_41_Cleveland_Guardians_9_Kyle_Manzardo_Away
RAL,mlb,2025,2025_10_15_07_44_21,Pitching,2025_10_15_08_42_50_AZ_Performance_Center_0_Brandon_Enders_Home,2025_10_15_08_42_50,AZ_Performance_Center_0_Brandon_Enders_Home,300,Data/RAL/2025/2025_10_15_07_44_21/Pitching/2025_10_15_08_42_50_AZ_Performance_Center_0_Brandon_Enders_Home
RAL,mlb,2025,2025_10_15_07_44_21,Pitching,2025_10_15_08_55_32_AZ_Performance_Center_0_Tyler_Johnson_Home,2025_10_15_08_55_32,AZ_Performance_Center_0_Tyler_Johnson_Home,300,Data/RAL/2025/2025_10_15_07_44_21/Pitching/2025_10_15_08_55_32_AZ_Performance_Center_0_Tyler_Johnson_Home
RAL,mlb,2025,2025_10_15_07_44_21,Pitching,2025_10_15_08_56_56_AZ_Performance_Center_0_Tyler_Johnson_Home,2025_10_15_08_56_56,AZ_Performance_Center_0_Tyler_Johnson_Home,300,Data/RAL/2025/2025_10_15_07_44_21/Pitching/2025_10_15_08_56_56_AZ_Performance_Center_0_Tyler_Johnson_Home
ARZ,mlb,2026,2026_01_07_09_29_19,Batting,2026_01_07_10_06_31_Chicago_Cubs_4_Pete_Crow-Armstrong_Home,2026_01_07_10_06_31,Chicago_Cubs_4_Pete_Crow-Armstrong_Home,600,Data/ARZ/2026/2026_01_07_09_29_19/Batting/2026_01_07_10_06_31_Chicago_Cubs_4_Pete_Crow-Armstrong_Home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_10_10_25_MiLB_Spring_Training_16_Dominic_Pitelli_home,2026_01_07_10_10_25,MiLB_Spring_Training_16_Dominic_Pitelli_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_10_10_25_MiLB_Spring_Training_16_Dominic_Pitelli_home
ARZ,mlb,2026,2026_01_07_09_29_19,Batting,2026_01_07_10_10_41_Chicago_Cubs_4_Pete_Crow-Armstrong_Home,2026_01_07_10_10_41,Chicago_Cubs_4_Pete_Crow-Armstrong_Home,600,Data/ARZ/2026/2026_01_07_09_29_19/Batting/2026_01_07_10_10_41_Chicago_Cubs_4_Pete_Crow-Armstrong_Home
RAL,mlb,2026,2026_01_07_00_00_00,Batting,2026_01_07_10_20_14_AZ_Performance_Center_0_Casey_Cook_Home,2026_01_07_10_20_14,AZ_Performance_Center_0_Casey_Cook_Home,300,Data/RAL/2026/2026_01_07_00_00_00/Batting/2026_01_07_10_20_14_AZ_Performance_Center_0_Casey_Cook_Home
RAL,mlb,2026,2026_01_07_00_00_00,Batting,2026_01_07_10_20_55_AZ_Performance_Center_0_Dylan_Dreiling_Home,2026_01_07_10_20_55,AZ_Performance_Center_0_Dylan_Dreiling_Home,300,Data/RAL/2026/2026_01_07_00_00_00/Batting/2026_01_07_10_20_55_AZ_Performance_Center_0_Dylan_Dreiling_Home
RAL,mlb,2026,2026_01_07_00_00_00,Batting,2026_01_07_10_21_52_AZ_Performance_Center_0_Dylan_Dreiling_Home,2026_01_07_10_21_52,AZ_Performance_Center_0_Dylan_Dreiling_Home,300,Data/RAL/2026/2026_01_07_00_00_00/Batting/2026_01_07_10_21_52_AZ_Performance_Center_0_Dylan_Dreiling_Home
RAL,mlb,2026,2026_01_07_00_00_00,Batting,2026_01_07_10_23_20_AZ_Performance_Center_0_Dylan_Dreiling_Home,2026_01_07_10_23_20,AZ_Performance_Center_0_Dylan_Dreiling_Home,300,Data/RAL/2026/2026_01_07_00_00_00/Batting/2026_01_07_10_23_20_AZ_Performance_Center_0_Dylan_Dreiling_Home
ARZ,mlb,2026,2026_01_07_09_29_19,Batting,2026_01_07_10_36_15_Chicago_Cubs_2_Nico_Hoerner_Home,2026_01_07_10_36_15,Chicago_Cubs_2_Nico_Hoerner_Home,600,Data/ARZ/2026/2026_01_07_09_29_19/Batting/2026_01_07_10_36_15_Chicago_Cubs_2_Nico_Hoerner_Home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_52_58_MiLB_Spring_Training_6_Kyle_Henley_home,2026_01_07_11_52_58,MiLB_Spring_Training_6_Kyle_Henley_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_52_58_MiLB_Spring_Training_6_Kyle_Henley_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_11_55_32_MiLB_Spring_Training_15_Carlos_Sanchez_home,2026_01_07_11_55_32,MiLB_Spring_Training_15_Carlos_Sanchez_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_11_55_32_MiLB_Spring_Training_15_Carlos_Sanchez_home
CGL,collegiate,2026,2026_01_07_08_16_07,Batting,2026_01_07_12_03_14_MiLB_Spring_Training_6_Alfredo_Duno_home,2026_01_07_12_03_14,MiLB_Spring_Training_6_Alfredo_Duno_home,300,Data/CGL/2026/2026_01_07_08_16_07/Batting/2026_01_07_12_03_14_MiLB_Spring_Training_6_Alfredo_Duno_home
RAL,mlb,2026,2026_01_08_09_56_52,Batting,2026_01_08_10_30_41_AZ_Performance_Center_0_Paulino_Santana_Home,2026_01_08_10_30_41,AZ_Performance_Center_0_Paulino_Santana_Home,300,Data/RAL/2026/2026_01_08_09_56_52/Batting/2026_01_08_10_30_41_AZ_Performance_Center_0_Paulino_Santana_Home
RAL,mlb,2026,2026_01_08_09_56_52,Batting,2026_01_08_11_25_20_AZ_Performance_Center_0_Noah_Franklin_Home,2026_01_08_11_25_20,AZ_Performance_Center_0_Noah_Franklin_Home,300,Data/RAL/2026/2026_01_08_09_56_52/Batting/2026_01_08_11_25_20_AZ_Performance_Center_0_Noah_Franklin_Home
RAL,mlb,2026,2026_01_08_09_56_52,Batting,2026_01_08_11_30_29_AZ_Performance_Center_0_Yeremi_Cabrera_Home,2026_01_08_11_30_29,AZ_Performance_Center_0_Yeremi_Cabrera_Home,300,Data/RAL/2026/2026_01_08_09_56_52/Batting/2026_01_08_11_30_29_AZ_Performance_Center_0_Yeremi_Cabrera_Home
RAL,mlb,2026,2026_01_08_09_56_52,Batting,2026_01_08_11_34_02_AZ_Performance_Center_0_Jack_Wheeler_Home,2026_01_08_11_34_02,AZ_Performance_Center_0_Jack_Wheeler_Home,300,Data/RAL/2026/2026_01_08_09_56_52/Batting/2026_01_08_11_34_02_AZ_Performance_Center_0_Jack_Wheeler_Home
AUB,collegiate,2026,2026_01_19_13_23_29,Batting,2026_01_19_13_37_07_Auburn_Tigers_Fall_2025_11_Brandon_McCraine_Home,2026_01_19_13_37_07,Auburn_Tigers_Fall_2025_11_Brandon_McCraine_Home,300,Data/AUB/2026/2026_01_19_13_23_29/Batting/2026_01_19_13_37_07_Auburn_Tigers_Fall_2025_11_Brandon_McCraine_Home
AUB,collegiate,2026,2026_01_19_13_23_29,Batting,2026_01_19_13_44_58_Auburn_Fall_2025_2.0_19_Bub_Terrell_Away,2026_01_19_13_44_58,Auburn_Fall_2025_2.0_19_Bub_Terrell_Away,300,Data/AUB/2026/2026_01_19_13_23_29/Batting/2026_01_19_13_44_58_Auburn_Fall_2025_2.0_19_Bub_Terrell_Away
AUB,collegiate,2026,2026_01_19_13_23_29,Batting,2026_01_19_13_58_35_Auburn_Fall_2025_2.0_14_Cade_Belyeu_Away,2026_01_19_13_58_35,Auburn_Fall_2025_2.0_14_Cade_Belyeu_Away,300,Data/AUB/2026/2026_01_19_13_23_29/Batting/2026_01_19_13_58_35_Auburn_Fall_2025_2.0_14_Cade_Belyeu_Away
AUB,collegiate,2026,2026_01_19_13_23_29,Batting,2026_01_19_14_31_55_Auburn_Tigers_Fall_2025_52_Tanner_Waldrop_Home,2026_01_19_14_31_55,Auburn_Tigers_Fall_2025_52_Tanner_Waldrop_Home,300,Data/AUB/2026/2026_01_19_13_23_29/Batting/2026_01_19_14_31_55_Auburn_Tigers_Fall_2025_52_Tanner_Waldrop_Home
CGL,collegiate,2026,2026_01_23_09_32_09,Batting,2026_01_23_11_23_47_MiLB_Spring_Training_0_Michael_Trautwein_home,2026_01_23_11_23_47,MiLB_Spring_Training_0_Michael_Trautwein_home,300,Data/CGL/2026/2026_01_23_09_32_09/Batting/2026_01_23_11_23_47_MiLB_Spring_Training_0_Michael_Trautwein_home
CGL,collegiate,2026,2026_01_23_09_32_09,Batting,2026_01_23_11_23_54_MiLB_Spring_Training_0_Michael_Trautwein_home,2026_01_23_11_23_54,MiLB_Spring_Training_0_Michael_Trautwein_home,300,Data/CGL/2026/2026_01_23_09_32_09/Batting/2026_01_23_11_23_54_MiLB_Spring_Training_0_Michael_Trautwein_home
CGL,collegiate,2026,2026_01_23_09_32_09,Batting,2026_01_23_11_26_43_MiLB_Spring_Training_0_Michael_Trautwein_home,2026_01_23_11_26_43,MiLB_Spring_Training_0_Michael_Trautwein_home,300,Data/CGL/2026/2026_01_23_09_32_09/Batting/2026_01_23_11_26_43_MiLB_Spring_Training_0_Michael_Trautwein_home
CGL,collegiate,2026,2026_01_23_09_32_09,Batting,2026_01_23_11_27_24_MiLB_Spring_Training_0_Michael_Trautwein_home,2026_01_23_11_27_24,MiLB_Spring_Training_0_Michael_Trautwein_home,300,Data/CGL/2026/2026_01_23_09_32_09/Batting/2026_01_23_11_27_24_MiLB_Spring_Training_0_Michael_Trautwein_home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_05_59_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_05_59,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_05_59_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_06_12_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_06_12,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_06_12_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_06_28_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_06_28,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_06_28_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_06_42_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_06_42,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_06_42_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_06_58_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_06_58,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_06_58_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_07_31_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_07_31,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_07_31_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_07_49_Arizona_State_Sun_Devils_12_Harris_Williams_Away,2024_03_17_16_07_49,Arizona_State_Sun_Devils_12_Harris_Williams_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_07_49_Arizona_State_Sun_Devils_12_Harris_Williams_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_08_26_Arizona_State_Sun_Devils_17_Ryan_Campos_Away,2024_03_17_16_08_26,Arizona_State_Sun_Devils_17_Ryan_Campos_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_08_26_Arizona_State_Sun_Devils_17_Ryan_Campos_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_08_40_Arizona_State_Sun_Devils_17_Ryan_Campos_Away,2024_03_17_16_08_40,Arizona_State_Sun_Devils_17_Ryan_Campos_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_08_40_Arizona_State_Sun_Devils_17_Ryan_Campos_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_08_53_Arizona_State_Sun_Devils_17_Ryan_Campos_Away,2024_03_17_16_08_53,Arizona_State_Sun_Devils_17_Ryan_Campos_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_08_53_Arizona_State_Sun_Devils_17_Ryan_Campos_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_09_15_Arizona_State_Sun_Devils_17_Ryan_Campos_Away,2024_03_17_16_09_15,Arizona_State_Sun_Devils_17_Ryan_Campos_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_09_15_Arizona_State_Sun_Devils_17_Ryan_Campos_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_09_32_Arizona_State_Sun_Devils_17_Ryan_Campos_Away,2024_03_17_16_09_32,Arizona_State_Sun_Devils_17_Ryan_Campos_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_09_32_Arizona_State_Sun_Devils_17_Ryan_Campos_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_09_49_Arizona_State_Sun_Devils_17_Ryan_Campos_Away,2024_03_17_16_09_49,Arizona_State_Sun_Devils_17_Ryan_Campos_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_09_49_Arizona_State_Sun_Devils_17_Ryan_Campos_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_10_21_Arizona_State_Sun_Devils_3_Nick_McLain_Away,2024_03_17_16_10_21,Arizona_State_Sun_Devils_3_Nick_McLain_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_10_21_Arizona_State_Sun_Devils_3_Nick_McLain_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_10_35_Arizona_State_Sun_Devils_3_Nick_McLain_Away,2024_03_17_16_10_35,Arizona_State_Sun_Devils_3_Nick_McLain_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_10_35_Arizona_State_Sun_Devils_3_Nick_McLain_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_11_04_Arizona_State_Sun_Devils_3_Nick_McLain_Away,2024_03_17_16_11_04,Arizona_State_Sun_Devils_3_Nick_McLain_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_11_04_Arizona_State_Sun_Devils_3_Nick_McLain_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_11_27_Arizona_State_Sun_Devils_3_Nick_McLain_Away,2024_03_17_16_11_27,Arizona_State_Sun_Devils_3_Nick_McLain_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_11_27_Arizona_State_Sun_Devils_3_Nick_McLain_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_12_04_Arizona_State_Sun_Devils_18_Jacob_Tobias_Away,2024_03_17_16_12_04,Arizona_State_Sun_Devils_18_Jacob_Tobias_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_12_04_Arizona_State_Sun_Devils_18_Jacob_Tobias_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_12_53_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,2024_03_17_16_12_53,Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_12_53_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_13_17_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,2024_03_17_16_13_17,Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_13_17_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_13_37_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,2024_03_17_16_13_37,Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_13_37_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_14_02_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,2024_03_17_16_14_02,Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_14_02_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_14_26_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,2024_03_17_16_14_26,Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_14_26_Arizona_State_Sun_Devils_2_Ethan_Mendoza_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_17_24_University_of_Arizona_4_Brendan_Summerhill_Home,2024_03_17_16_17_24,University_of_Arizona_4_Brendan_Summerhill_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_17_24_University_of_Arizona_4_Brendan_Summerhill_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_17_36_University_of_Arizona_4_Brendan_Summerhill_Home,2024_03_17_16_17_36,University_of_Arizona_4_Brendan_Summerhill_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_17_36_University_of_Arizona_4_Brendan_Summerhill_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_17_46_University_of_Arizona_4_Brendan_Summerhill_Home,2024_03_17_16_17_46,University_of_Arizona_4_Brendan_Summerhill_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_17_46_University_of_Arizona_4_Brendan_Summerhill_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_17_57_University_of_Arizona_4_Brendan_Summerhill_Home,2024_03_17_16_17_57,University_of_Arizona_4_Brendan_Summerhill_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_17_57_University_of_Arizona_4_Brendan_Summerhill_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_18_40_University_of_Arizona_1_Garen_Caulfield_Home,2024_03_17_16_18_40,University_of_Arizona_1_Garen_Caulfield_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_18_40_University_of_Arizona_1_Garen_Caulfield_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_18_51_University_of_Arizona_1_Garen_Caulfield_Home,2024_03_17_16_18_51,University_of_Arizona_1_Garen_Caulfield_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_18_51_University_of_Arizona_1_Garen_Caulfield_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_19_05_University_of_Arizona_1_Garen_Caulfield_Home,2024_03_17_16_19_05,University_of_Arizona_1_Garen_Caulfield_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_19_05_University_of_Arizona_1_Garen_Caulfield_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_19_39_University_of_Arizona_24_Mason_White_Home,2024_03_17_16_19_39,University_of_Arizona_24_Mason_White_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_19_39_University_of_Arizona_24_Mason_White_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_19_49_University_of_Arizona_24_Mason_White_Home,2024_03_17_16_19_49,University_of_Arizona_24_Mason_White_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_19_49_University_of_Arizona_24_Mason_White_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_20_01_University_of_Arizona_24_Mason_White_Home,2024_03_17_16_20_01,University_of_Arizona_24_Mason_White_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_20_01_University_of_Arizona_24_Mason_White_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_20_13_University_of_Arizona_24_Mason_White_Home,2024_03_17_16_20_13,University_of_Arizona_24_Mason_White_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_20_13_University_of_Arizona_24_Mason_White_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_20_33_University_of_Arizona_24_Mason_White_Home,2024_03_17_16_20_33,University_of_Arizona_24_Mason_White_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_20_33_University_of_Arizona_24_Mason_White_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_20_50_University_of_Arizona_24_Mason_White_Home,2024_03_17_16_20_50,University_of_Arizona_24_Mason_White_Home,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_20_50_University_of_Arizona_24_Mason_White_Home
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_22_48_Arizona_State_Sun_Devils_27_Brandon_Compton_Away,2024_03_17_16_22_48,Arizona_State_Sun_Devils_27_Brandon_Compton_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_22_48_Arizona_State_Sun_Devils_27_Brandon_Compton_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_23_01_Arizona_State_Sun_Devils_27_Brandon_Compton_Away,2024_03_17_16_23_01,Arizona_State_Sun_Devils_27_Brandon_Compton_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_23_01_Arizona_State_Sun_Devils_27_Brandon_Compton_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_23_15_Arizona_State_Sun_Devils_27_Brandon_Compton_Away,2024_03_17_16_23_15,Arizona_State_Sun_Devils_27_Brandon_Compton_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_23_15_Arizona_State_Sun_Devils_27_Brandon_Compton_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_23_29_Arizona_State_Sun_Devils_27_Brandon_Compton_Away,2024_03_17_16_23_29,Arizona_State_Sun_Devils_27_Brandon_Compton_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_23_29_Arizona_State_Sun_Devils_27_Brandon_Compton_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_23_43_Arizona_State_Sun_Devils_27_Brandon_Compton_Away,2024_03_17_16_23_43,Arizona_State_Sun_Devils_27_Brandon_Compton_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_23_43_Arizona_State_Sun_Devils_27_Brandon_Compton_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_24_00_Arizona_State_Sun_Devils_27_Brandon_Compton_Away,2024_03_17_16_24_00,Arizona_State_Sun_Devils_27_Brandon_Compton_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_24_00_Arizona_State_Sun_Devils_27_Brandon_Compton_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_24_30_Arizona_State_Sun_Devils_9_Kevin_Karstetter_Away,2024_03_17_16_24_30,Arizona_State_Sun_Devils_9_Kevin_Karstetter_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_24_30_Arizona_State_Sun_Devils_9_Kevin_Karstetter_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_25_01_Arizona_State_Sun_Devils_11_Kien_Vu_Away,2024_03_17_16_25_01,Arizona_State_Sun_Devils_11_Kien_Vu_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_25_01_Arizona_State_Sun_Devils_11_Kien_Vu_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_25_17_Arizona_State_Sun_Devils_11_Kien_Vu_Away,2024_03_17_16_25_17,Arizona_State_Sun_Devils_11_Kien_Vu_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_25_17_Arizona_State_Sun_Devils_11_Kien_Vu_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_25_31_Arizona_State_Sun_Devils_11_Kien_Vu_Away,2024_03_17_16_25_31,Arizona_State_Sun_Devils_11_Kien_Vu_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_25_31_Arizona_State_Sun_Devils_11_Kien_Vu_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_25_47_Arizona_State_Sun_Devils_11_Kien_Vu_Away,2024_03_17_16_25_47,Arizona_State_Sun_Devils_11_Kien_Vu_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_25_47_Arizona_State_Sun_Devils_11_Kien_Vu_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_26_29_Arizona_State_Sun_Devils_8_Steven_Ondina_Away,2024_03_17_16_26_29,Arizona_State_Sun_Devils_8_Steven_Ondina_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_26_29_Arizona_State_Sun_Devils_8_Steven_Ondina_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_26_55_Arizona_State_Sun_Devils_8_Steven_Ondina_Away,2024_03_17_16_26_55,Arizona_State_Sun_Devils_8_Steven_Ondina_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_26_55_Arizona_State_Sun_Devils_8_Steven_Ondina_Away
PIT,mlb,2027,2024_03_17_15_18_08,Batting,2024_03_17_16_27_14_Arizona_State_Sun_Devils_8_Steven_Ondina_Away,2024_03_17_16_27_14,Arizona_State_Sun_Devils_8_Steven_Ondina_Away,300,Data/PIT/2027/2024_03_17_15_18_08/Batting/2024_03_17_16_27_14_Arizona_State_Sun_Devils_8_Steven_Ondina_Away
