event_name,venue,venue_type,event_type,gpu_model,processing_time_sec,exit_code,c3d_valid,c3d_size_bytes,timestamp
2026_01_12_13_11_55_Auburn_Tigers_Fall_2025_21_Andreas_Alvarez_Home,unknown,unknown,unknown,RTX_4000_Ada,1.4,139,true,1056256,2026-02-04 15:16:50
2026_01_12_13_12_30_Auburn_Tigers_Fall_2025_21_Andreas_Alvarez_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,990720,2026-02-04 15:16:51
2026_01_13_12_53_36_Razorback_PDC_11_Luke_Cornelison_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1208320,2026-02-04 15:16:52
2026_01_13_13_31_56_Razorback_PDC_0_Jackson_Kircher_Home,unknown,unknown,unknown,RTX_4000_Ada,1.4,139,true,2636800,2026-02-04 15:16:54
2026_01_13_13_40_06_Razorback_PDC_0_Mark_Brissey_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,3801088,2026-02-04 15:16:55
2026_01_14_12_53_29_Razorback_PDC_0_Peyton_Lee_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,2604032,2026-02-04 15:16:56
2026_01_14_13_01_34_Razorback_PDC_0_Jordan_Martin_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1206784,2026-02-04 15:16:58
2026_01_14_13_01_50_Razorback_PDC_0_Jordan_Martin_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,3118080,2026-02-04 15:16:59
2026_01_14_13_08_56_Razorback_PDC_39_Jacob_Imoto_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,2983936,2026-02-04 15:17:00
2026_01_16_15_28_10_ACL_Cubs_0_Kahaku_Harrison_Cubs,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,800768,2026-02-04 15:17:02
2026_01_16_15_28_46_ACL_Cubs_0_Kahaku_Harrison_Cubs,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,919040,2026-02-04 15:17:03
2026_01_16_15_29_06_Knoxville_Smokies_18_Nick_Lovullo_Home,unknown,unknown,unknown,RTX_4000_Ada,0,-1,false,1536,2026-02-04 15:17:03
2026_01_16_15_30_38_ACL_Cubs_0_Kahaku_Harrison_Cubs,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,932864,2026-02-04 15:17:04
2026_01_16_15_30_52_Knoxville_Smokies_18_Nick_Lovullo_Home,unknown,unknown,unknown,RTX_4000_Ada,0,-1,false,1536,2026-02-04 15:17:04
2026_01_16_15_32_55_ACL_Cubs_0_Kahaku_Harrison_Cubs,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,923136,2026-02-04 15:17:05
2026_01_16_15_32_55_Knoxville_Smokies_18_Nick_Lovullo_Home,unknown,unknown,unknown,RTX_4000_Ada,0,-1,false,1536,2026-02-04 15:17:05
2026_01_16_15_33_04_Knoxville_Smokies_18_Nick_Lovullo_Home,unknown,unknown,unknown,RTX_4000_Ada,0,-1,false,1536,2026-02-04 15:17:05
2026_01_18_11_54_17_Razorback_PDC_0_Lukas_Stirewalt_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,2932736,2026-02-04 15:17:07
2026_01_18_11_55_57_Razorback_PDC_0_Lukas_Stirewalt_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,3663360,2026-02-04 15:17:08
2026_01_18_11_58_00_Razorback_PDC_0_Brody_Crane_Home,unknown,unknown,unknown,RTX_4000_Ada,1.4,139,true,1774080,2026-02-04 15:17:09
2026_01_18_11_58_57_Razorback_PDC_0_Brody_Crane_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1904640,2026-02-04 15:17:11
2026_01_19_14_11_42_Auburn_Fall_2025_2.0_25_Connor_Gatwood_Away,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1111040,2026-02-04 15:17:12
2026_01_19_14_17_18_Auburn_Tigers_Fall_2025_9_Jett_Johnston_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1062912,2026-02-04 15:17:13
2026_01_19_14_33_06_Auburn_Fall_2025_2.0_16_Clayton_Armah_Away,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1188864,2026-02-04 15:17:15
2026_01_19_14_43_05_Auburn_Tigers_Fall_2025_46_Saxon_Roberts_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1088000,2026-02-04 15:17:16
2026_01_21_17_58_02_Wake_Forest_Demon_Deacons_14_Javar_Williams_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1467392,2026-02-04 15:17:17
2026_01_21_17_59_00_Wake_Forest_Demon_Deacons_13_Cameron_Bagwell_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,false,1536,2026-02-04 15:17:18
2026_01_21_18_04_18_Wake_Forest_Demon_Deacons_14_Javar_Williams_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1530368,2026-02-04 15:17:20
2026_01_21_18_04_25_Wake_Forest_Demon_Deacons_13_Cameron_Bagwell_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,false,1536,2026-02-04 15:17:21
2026_01_21_18_07_27_Wake_Forest_Demon_Deacons_13_Cameron_Bagwell_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,false,1536,2026-02-04 15:17:22
2026_01_21_18_11_17_Wake_Forest_Demon_Deacons_13_Cameron_Bagwell_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,false,1536,2026-02-04 15:17:24
2026_01_21_18_11_36_Wake_Forest_Demon_Deacons_40_Jordan_Serrano_Home,unknown,unknown,unknown,RTX_4000_Ada,1.5,139,true,1439744,2026-02-04 15:17:25
2026_01_21_18_12_54_Wake_Forest_Demon_Deacons_40_Jordan_Serrano_Home,unknown,unknown,unknown,RTX_4000_Ada,1.3,139,true,1256448,2026-02-04 15:17:26
